pattern_id,sample_count,independent_sample_count,trade_count,ticker_count,sector_count,first_seen,last_seen,gross_pnl,net_pnl,avg_trade,median_trade,std_trade,winrate,avg_win,avg_loss,payoff_ratio,profit_factor,expectancy,max_drawdown,max_consecutive_losses,best_trade,worst_trade,top_5_trades_pnl,bottom_5_trades_pnl,pnl_without_best_trade,pnl_without_top_5_trades,pnl_without_worst_trade,sharpe,sortino,calmar,avg_holding_period_seconds,notes
PATTERN_000282,114,114,0,8,,2021-12-06T00:00:00+00:00,2026-02-18T00:00:00+00:00,0,0,,0.01176,,0.5,1.79894,0.85774,2.097302,2.09731,0.4706,7.70257,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000201,122,122,0,21,,2021-08-19T00:00:00+00:00,2021-12-28T00:00:00+00:00,0,0,,-0.29779,,0.48361,2.39945,0.96875,2.476852,2.357,0.66807,14.877,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000363,64,64,0,7,,2022-06-30T00:00:00+00:00,2025-05-30T00:00:00+00:00,0,0,,0.67165,,0.60938,1.67632,0.93424,1.794314,2.79913,0.65657,5.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000388,97,97,0,16,,2021-12-14T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,0.40538,,0.54639,2.02607,0.92823,2.182724,2.62919,0.68598,10.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000081,101,101,0,1,,2021-07-02T00:00:00+00:00,2026-01-08T00:00:00+00:00,0,0,,-1.0,,0.43564,2.39413,0.97556,2.454108,1.8944,0.49242,17.39102,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000433,144,144,0,1,,2021-07-02T00:00:00+00:00,2024-06-24T00:00:00+00:00,0,0,,1.5,,0.61111,1.467,0.96964,1.512933,2.37747,0.51942,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000283,89,89,0,8,,2021-08-16T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,0.55079,,0.53933,1.76432,0.93361,1.889783,2.26775,0.53195,9.09271,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000106,82,82,0,12,,2021-12-22T00:00:00+00:00,2022-05-09T00:00:00+00:00,0,0,,0.3235,,0.53659,1.89723,0.89779,2.113222,2.44688,0.60198,10.13549,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000175,105,105,0,2,,2021-07-02T00:00:00+00:00,2025-11-24T00:00:00+00:00,0,0,,0.5593,,0.53333,1.827,0.96786,1.88767,2.15735,0.52273,7.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000299,56,56,0,3,,2021-09-07T00:00:00+00:00,2022-02-09T00:00:00+00:00,0,0,,0.27744,,0.53571,1.64214,0.98762,1.662725,1.91853,0.42118,9.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000082,58,58,0,1,,2021-12-17T00:00:00+00:00,2026-05-06T00:00:00+00:00,0,0,,-1.0,,0.44828,2.39897,0.96537,2.485026,2.01908,0.54278,6.98315,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000311,40,40,0,1,,2021-07-02T00:00:00+00:00,2025-11-24T00:00:00+00:00,0,0,,1.62887,,0.55,1.91975,0.94569,2.029999,2.48111,0.6303,3.02244,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000224,48,48,0,4,,2021-09-01T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-0.14825,,0.5,1.66271,0.95918,1.73347,1.73347,0.35177,9.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000176,30,30,0,2,,2021-07-02T00:00:00+00:00,2026-02-18T00:00:00+00:00,0,0,,-1.0,,0.36667,3.21266,1.0,3.21266,1.85996,0.54464,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000364,111,111,0,18,,2021-09-01T00:00:00+00:00,2022-06-16T00:00:00+00:00,0,0,,0.43385,,0.54054,1.77512,0.95581,1.857189,2.18494,0.52037,7.50897,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000411,65,65,0,11,,2021-09-10T00:00:00+00:00,2021-12-28T00:00:00+00:00,0,0,,-0.30374,,0.44615,2.29523,0.90682,2.531076,2.09717,0.53573,12.31145,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000261,41,41,0,8,,2021-12-15T00:00:00+00:00,2023-01-04T00:00:00+00:00,0,0,,1.1257,,0.56098,1.74868,0.92608,1.88826,2.41277,0.57439,4.47113,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000160,35,35,0,6,,2021-09-23T00:00:00+00:00,2025-09-25T00:00:00+00:00,0,0,,-0.55446,,0.45714,1.95873,0.92502,2.1175,1.78317,0.39327,4.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000284,644,644,0,8,,2021-07-13T00:00:00+00:00,2025-11-19T00:00:00+00:00,0,0,,-1.0,,0.38354,2.79268,0.96977,2.879734,1.79167,0.47328,26.85386,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000202,47,47,0,6,,2021-10-22T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,0.73403,,0.61702,1.61985,0.95546,1.695361,2.73141,0.63356,3.1983,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000315,56,56,0,1,,2022-06-03T00:00:00+00:00,2026-04-16T00:00:00+00:00,0,0,,0.31986,,0.51786,2.26245,0.96195,2.351941,2.52614,0.70782,8.76183,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000365,57,57,0,14,,2021-08-16T00:00:00+00:00,2024-08-01T00:00:00+00:00,0,0,,1.2642,,0.54386,1.8614,0.97966,1.900047,2.26544,0.56548,6.47113,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000059,184,184,0,3,,2021-11-04T00:00:00+00:00,2024-05-06T00:00:00+00:00,0,0,,-1.0,,0.41848,2.52924,0.97589,2.591727,1.86508,0.49093,18.97468,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000389,30,30,0,6,,2021-10-01T00:00:00+00:00,2022-12-20T00:00:00+00:00,0,0,,-0.4996,,0.36667,2.33569,0.79925,2.922352,1.69188,0.35023,6.05276,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000017,54,54,0,10,,2021-08-16T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,0.76278,,0.59259,1.63864,0.96358,1.700575,2.47357,0.57848,5.19872,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000350,75,75,0,4,,2021-08-19T00:00:00+00:00,2025-04-29T00:00:00+00:00,0,0,,0.52168,,0.56,1.69877,0.92781,1.830946,2.40313,0.55545,7.02306,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000435,57,57,0,2,,2021-08-06T00:00:00+00:00,2025-11-03T00:00:00+00:00,0,0,,-1.0,,0.36842,3.08842,1.0,3.08842,1.80158,0.50626,9.15211,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000203,72,72,0,13,,2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,0,0,,0.77718,,0.56944,1.63758,0.99364,1.648062,2.1797,0.5047,5.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000412,60,60,0,9,,2021-10-14T00:00:00+00:00,2023-05-18T00:00:00+00:00,0,0,,-1.0,,0.4,2.27147,0.95633,2.375195,1.58346,0.33479,11.59151,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000336,66,66,0,3,,2021-09-02T00:00:00+00:00,2022-02-15T00:00:00+00:00,0,0,,1.25761,,0.54545,1.43766,0.93128,1.543746,1.85251,0.36087,5.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000128,212,212,0,4,,2021-11-04T00:00:00+00:00,2026-04-07T00:00:00+00:00,0,0,,-0.71449,,0.44811,2.56786,0.93147,2.756782,2.23841,0.63663,14.68703,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000225,124,124,0,4,,2022-01-10T00:00:00+00:00,2025-05-21T00:00:00+00:00,0,0,,-1.0,,0.3629,2.83466,0.97501,2.907314,1.65606,0.40753,13.73647,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000351,37,37,0,4,,2021-08-16T00:00:00+00:00,2022-09-27T00:00:00+00:00,0,0,,0.52746,,0.59459,1.7237,0.8918,1.932832,2.83483,0.66336,5.39073,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000204,55,55,0,11,,2021-08-19T00:00:00+00:00,2021-12-14T00:00:00+00:00,0,0,,-1.0,,0.49091,1.43789,1.0,1.43789,1.38654,0.19678,8.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000182,51,51,0,4,,2021-09-20T00:00:00+00:00,2023-09-06T00:00:00+00:00,0,0,,-0.17455,,0.45098,2.4904,0.87386,2.849884,2.4277,0.66049,11.24009,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000366,106,106,0,19,,2021-12-01T00:00:00+00:00,2022-05-20T00:00:00+00:00,0,0,,0.48787,,0.58491,1.74707,0.95522,1.828971,2.57718,0.62537,11.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000107,68,68,0,9,,2021-08-16T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,0.82711,,0.54412,1.74134,0.99373,1.752327,2.09149,0.49447,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000177,129,129,0,2,,2021-07-13T00:00:00+00:00,2026-04-15T00:00:00+00:00,0,0,,-1.0,,0.3876,2.2029,0.94712,2.325893,1.47208,0.27382,20.83405,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000337,63,63,0,4,,2022-01-03T00:00:00+00:00,2025-08-22T00:00:00+00:00,0,0,,-1.0,,0.4127,2.49559,0.9659,2.583694,1.81557,0.46265,7.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000183,125,125,0,9,,2021-08-16T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-1.0,,0.416,2.15517,0.96906,2.22398,1.58421,0.33062,16.52072,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000285,87,87,0,8,,2021-12-09T00:00:00+00:00,2025-08-08T00:00:00+00:00,0,0,,-0.42813,,0.42529,1.99012,0.89267,2.229402,1.64976,0.33335,6.36922,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000262,182,182,0,19,,2021-08-16T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,-1.0,,0.45055,1.89918,0.95165,1.995671,1.63644,0.33279,24.70485,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000060,105,105,0,4,,2021-07-02T00:00:00+00:00,2024-06-05T00:00:00+00:00,0,0,,-0.09721,,0.49524,1.8868,0.94283,2.001209,1.96344,0.45851,10.3457,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000320,94,94,0,1,,2021-07-08T00:00:00+00:00,2025-11-28T00:00:00+00:00,0,0,,1.5,,0.59574,1.4047,0.91711,1.531659,2.25717,0.46609,9.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000331,69,69,0,1,,2021-10-11T00:00:00+00:00,2026-03-11T00:00:00+00:00,0,0,,0.254,,0.52174,1.40639,0.97522,1.442126,1.57323,0.26736,8.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000071,52,52,0,1,,2022-06-30T00:00:00+00:00,2023-02-13T00:00:00+00:00,0,0,,0.87913,,0.57692,1.59811,0.93448,1.71016,2.33204,0.52663,8.5546,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000061,113,113,0,4,,2021-07-16T00:00:00+00:00,2023-11-20T00:00:00+00:00,0,0,,-0.78197,,0.39823,2.19905,0.89774,2.44954,1.62103,0.3355,12.56676,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000286,57,57,0,6,,2021-09-15T00:00:00+00:00,2021-12-31T00:00:00+00:00,0,0,,-1.0,,0.36842,2.27449,0.8795,2.586117,1.50858,0.2825,17.78548,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000390,91,91,0,18,,2021-09-10T00:00:00+00:00,2021-12-06T00:00:00+00:00,0,0,,0.56195,,0.52747,1.67227,0.90627,1.845223,2.05979,0.45384,13.72573,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000016,150,150,0,20,,2021-09-10T00:00:00+00:00,2021-12-06T00:00:00+00:00,0,0,,-1.0,,0.39333,2.37439,0.92797,2.558693,1.65893,0.37096,14.84792,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000129,45,45,0,2,,2021-08-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,0,0,,0.28541,,0.57778,1.2452,0.88841,1.401605,1.918,0.34434,7.69673,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000316,172,172,0,1,,2022-03-09T00:00:00+00:00,2026-04-02T00:00:00+00:00,0,0,,-1.0,,0.37791,2.8126,0.98597,2.852622,1.7329,0.44953,17.14719,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000453,206,206,0,3,,2021-07-02T00:00:00+00:00,2025-12-16T00:00:00+00:00,0,0,,-1.0,,0.32524,3.08613,0.96516,3.197532,1.54125,0.35249,26.18528,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000047,1060,1060,0,24,,2021-07-13T00:00:00+00:00,2024-01-31T00:00:00+00:00,0,0,,-1.0,,0.36887,2.37704,0.94686,2.510445,1.46724,0.27922,38.55611,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000239,63,63,0,5,,2021-09-15T00:00:00+00:00,2025-02-25T00:00:00+00:00,0,0,,-1.0,,0.44444,1.72667,0.95304,1.81175,1.4494,0.23794,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000317,79,79,0,1,,2022-02-24T00:00:00+00:00,2026-03-30T00:00:00+00:00,0,0,,-1.0,,0.41772,2.52006,0.95049,2.651327,1.90203,0.49923,20.80802,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000413,438,438,0,13,,2021-12-28T00:00:00+00:00,2026-04-23T00:00:00+00:00,0,0,,-1.0,,0.35616,2.43843,0.93707,2.602186,1.4395,0.26516,38.46605,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000318,31,31,0,1,,2022-04-04T00:00:00+00:00,2026-02-10T00:00:00+00:00,0,0,,1.5,,0.54839,1.47747,1.0,1.47747,1.79407,0.35861,4.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000447,57,57,0,1,,2021-08-16T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,-1.0,,0.40351,2.451,0.94779,2.586016,1.74936,0.42365,9.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000205,108,108,0,14,,2021-11-23T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,-0.28013,,0.4537,1.49935,0.86785,1.72766,1.45958,0.21419,18.49763,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000332,149,149,0,1,,2021-07-08T00:00:00+00:00,2026-01-16T00:00:00+00:00,0,0,,-1.0,,0.30872,3.01325,0.95549,3.153618,1.40842,0.26976,40.44963,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000263,112,112,0,14,,2021-08-16T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,0.20027,,0.51786,1.57939,0.90934,1.736853,1.86551,0.37947,9.45044,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
