pattern_id,sample_count,independent_sample_count,trade_count,ticker_count,sector_count,first_seen,last_seen,gross_pnl,net_pnl,avg_trade,median_trade,std_trade,winrate,avg_win,avg_loss,payoff_ratio,profit_factor,expectancy,max_drawdown,max_consecutive_losses,best_trade,worst_trade,top_5_trades_pnl,bottom_5_trades_pnl,pnl_without_best_trade,pnl_without_top_5_trades,pnl_without_worst_trade,sharpe,sortino,calmar,avg_holding_period_seconds,notes
PATTERN_000213,943,943,0,24,,2021-10-19T00:00:00+00:00,2026-03-24T00:00:00+00:00,0,0,,-1.0,,0.36055,1.98216,0.91408,2.168475,1.22472,0.13113,36.68417,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000188,208,208,0,9,,2021-07-02T00:00:00+00:00,2025-10-08T00:00:00+00:00,0,0,,-1.0,,0.31731,2.24861,0.87149,2.58019,1.19925,0.11854,22.22431,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000272,575,575,0,27,,2021-08-11T00:00:00+00:00,2025-05-22T00:00:00+00:00,0,0,,-1.0,,0.36522,1.99178,0.93174,2.137699,1.22991,0.13598,31.64371,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000168,228,228,0,7,,2021-08-16T00:00:00+00:00,2026-03-16T00:00:00+00:00,0,0,,-1.0,,0.38158,1.79409,0.87936,2.040222,1.25886,0.14077,23.64831,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000402,771,771,0,27,,2022-02-17T00:00:00+00:00,2026-04-23T00:00:00+00:00,0,0,,-1.0,,0.38392,1.87365,0.92957,2.015609,1.25604,0.14663,33.59365,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000245,501,501,0,12,,2021-08-19T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.3513,2.34523,0.92627,2.531908,1.37112,0.223,39.01803,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000065,34,34,0,4,,2021-11-04T00:00:00+00:00,2023-04-26T00:00:00+00:00,0,0,,0.37301,,0.55882,1.17844,0.9411,1.252194,1.58611,0.24335,7.64926,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000426,539,539,0,13,,2021-10-27T00:00:00+00:00,2026-03-11T00:00:00+00:00,0,0,,-1.0,,0.3321,2.43316,0.97009,2.50818,1.24712,0.16012,29.64698,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000214,34,34,0,10,,2021-09-10T00:00:00+00:00,2021-09-28T00:00:00+00:00,0,0,,-0.55982,,0.44118,1.70783,0.90248,1.892374,1.49398,0.24913,4.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000374,1967,1967,0,27,,2021-12-06T00:00:00+00:00,2025-03-21T00:00:00+00:00,0,0,,-1.0,,0.34926,2.20661,0.94812,2.327353,1.25109,0.15467,95.8417,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000273,1607,1607,0,27,,2021-07-13T00:00:00+00:00,2024-12-12T00:00:00+00:00,0,0,,-1.0,,0.33914,2.19687,0.95537,2.299497,1.18117,0.11428,53.23259,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000085,33,33,0,1,,2022-02-09T00:00:00+00:00,2025-12-30T00:00:00+00:00,0,0,,-1.0,,0.36364,2.12369,0.87584,2.424747,1.38557,0.2149,11.43889,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000375,98,98,0,11,,2021-07-08T00:00:00+00:00,2026-03-06T00:00:00+00:00,0,0,,0.05356,,0.52041,1.12673,0.90888,1.239691,1.34519,0.15046,11.79277,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000150,203,203,0,10,,2021-11-22T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-0.77268,,0.41872,1.57998,0.89295,1.769394,1.28546,0.14691,16.86149,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000305,90,90,0,3,,2021-12-22T00:00:00+00:00,2025-11-28T00:00:00+00:00,0,0,,-0.1024,,0.47778,1.64119,0.92304,1.778027,1.62671,0.30209,13.40183,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000010,219,219,0,20,,2021-12-09T00:00:00+00:00,2023-01-06T00:00:00+00:00,0,0,,-0.51002,,0.45205,1.18729,0.91828,1.29295,1.06667,0.03355,24.27817,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000007,82,82,0,17,,2021-07-21T00:00:00+00:00,2024-09-24T00:00:00+00:00,0,0,,-0.16659,,0.45122,1.13835,0.79956,1.423721,1.17061,0.07486,9.91055,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000215,683,683,0,24,,2022-11-17T00:00:00+00:00,2025-09-18T00:00:00+00:00,0,0,,-1.0,,0.35725,2.06439,0.93316,2.212257,1.22959,0.13771,42.10913,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000403,1524,1524,0,27,,2021-09-20T00:00:00+00:00,2024-10-22T00:00:00+00:00,0,0,,-1.0,,0.33465,2.198,0.95357,2.305022,1.16048,0.10172,62.9861,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000151,77,77,0,6,,2021-08-27T00:00:00+00:00,2025-02-25T00:00:00+00:00,0,0,,-1.0,,0.44156,1.30293,0.9472,1.37556,1.08765,0.04636,13.44963,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000135,124,124,0,4,,2021-10-22T00:00:00+00:00,2024-10-14T00:00:00+00:00,0,0,,0.03038,,0.50806,1.23855,0.94128,1.315815,1.35896,0.16621,20.71655,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000152,789,789,0,10,,2022-11-01T00:00:00+00:00,2026-01-05T00:00:00+00:00,0,0,,-1.0,,0.36502,1.91804,0.95927,1.999479,1.14941,0.09101,59.0386,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000404,74,74,0,10,,2021-07-08T00:00:00+00:00,2026-03-06T00:00:00+00:00,0,0,,0.00609,,0.5,1.13341,0.87616,1.293611,1.29362,0.12863,14.37267,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000376,1203,1203,0,27,,2021-08-24T00:00:00+00:00,2025-09-17T00:00:00+00:00,0,0,,-1.0,,0.35162,2.05657,0.96935,2.121597,1.15056,0.09463,66.12171,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000377,1615,1615,0,27,,2021-07-13T00:00:00+00:00,2026-01-27T00:00:00+00:00,0,0,,-1.0,,0.35356,2.22881,0.94936,2.347697,1.28404,0.17432,56.64109,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000189,135,135,0,8,,2021-08-24T00:00:00+00:00,2022-02-14T00:00:00+00:00,0,0,,-1.0,,0.45185,1.8011,0.98021,1.837463,1.51467,0.27653,16.93922,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000357,136,136,0,3,,2021-11-22T00:00:00+00:00,2026-01-22T00:00:00+00:00,0,0,,-0.33069,,0.48529,1.20774,0.93749,1.28827,1.21466,0.10358,12.818,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000306,101,101,0,3,,2021-07-13T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-1.0,,0.41584,1.84816,0.97257,1.900285,1.35274,0.2004,12.0206,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000427,114,114,0,13,,2021-12-14T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-1.0,,0.46491,1.44714,0.98207,1.473561,1.28031,0.1473,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000025,841,841,0,27,,2021-11-12T00:00:00+00:00,2026-02-12T00:00:00+00:00,0,0,,-1.0,,0.37931,1.69655,0.89971,1.885663,1.15236,0.08508,38.60911,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000274,146,146,0,22,,2021-08-27T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-0.82545,,0.44521,1.30504,0.93737,1.392236,1.11723,0.06096,16.16953,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000136,108,108,0,4,,2022-04-01T00:00:00+00:00,2026-01-30T00:00:00+00:00,0,0,,-1.0,,0.41667,1.63547,0.93894,1.741826,1.24416,0.13373,12.02274,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000246,30,30,0,9,,2021-09-07T00:00:00+00:00,2024-07-19T00:00:00+00:00,0,0,,-0.73557,,0.46667,1.62514,0.96695,1.680687,1.47061,0.24269,6.08527,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000091,224,224,0,22,,2021-12-14T00:00:00+00:00,2024-09-27T00:00:00+00:00,0,0,,-0.69922,,0.4375,1.60952,0.91542,1.758231,1.3675,0.18924,24.12459,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000428,781,781,0,13,,2021-09-20T00:00:00+00:00,2024-07-16T00:00:00+00:00,0,0,,-1.0,,0.3598,2.08624,0.9568,2.180435,1.22541,0.13808,38.0351,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000459,81,81,0,3,,2021-08-06T00:00:00+00:00,2025-08-29T00:00:00+00:00,0,0,,-0.80278,,0.45679,1.38065,0.95873,1.440082,1.21098,0.10988,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000358,168,168,0,4,,2022-01-13T00:00:00+00:00,2026-02-26T00:00:00+00:00,0,0,,-1.0,,0.44643,1.48279,0.9778,1.516455,1.22295,0.12068,19.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000034,86,86,0,17,,2021-09-07T00:00:00+00:00,2023-05-10T00:00:00+00:00,0,0,,-0.69059,,0.44186,1.30279,0.92828,1.403445,1.11106,0.05754,11.06991,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000216,1933,1933,0,24,,2023-07-11T00:00:00+00:00,2025-08-08T00:00:00+00:00,0,0,,-1.0,,0.32799,2.43011,0.96412,2.520547,1.23114,0.14964,78.60368,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000092,881,881,0,23,,2021-09-20T00:00:00+00:00,2024-06-24T00:00:00+00:00,0,0,,-1.0,,0.44041,1.45494,0.98159,1.482228,1.16653,0.09148,35.4176,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000217,337,337,0,24,,2021-07-21T00:00:00+00:00,2026-03-11T00:00:00+00:00,0,0,,-0.39853,,0.44214,1.40316,0.88269,1.589641,1.25987,0.12797,17.05659,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000190,231,231,0,9,,2021-10-11T00:00:00+00:00,2026-04-23T00:00:00+00:00,0,0,,-1.0,,0.35931,2.18704,0.90953,2.404583,1.34851,0.20309,21.95081,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000247,349,349,0,12,,2021-09-20T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-1.0,,0.39828,1.91195,0.94755,2.017783,1.33559,0.19134,15.58232,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000405,173,173,0,21,,2021-08-16T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,-1.0,,0.40462,1.6305,0.9436,1.727957,1.17434,0.09795,29.73266,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000030,235,235,0,23,,2021-09-15T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,-1.0,,0.42128,1.69192,0.94337,1.793485,1.30555,0.16682,25.24149,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000307,156,156,0,3,,2021-08-11T00:00:00+00:00,2026-04-10T00:00:00+00:00,0,0,,-1.0,,0.47436,1.38191,0.99082,1.394713,1.25864,0.13471,21.92995,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000275,2079,2079,0,27,,2021-07-13T00:00:00+00:00,2025-10-13T00:00:00+00:00,0,0,,-1.0,,0.32083,2.53409,0.96482,2.62649,1.24157,0.15819,118.48466,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000231,180,180,0,4,,2021-08-03T00:00:00+00:00,2025-10-16T00:00:00+00:00,0,0,,-1.0,,0.41667,1.59604,0.93432,1.708237,1.22016,0.11999,18.66976,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000153,97,97,0,7,,2021-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,0,0,,-0.57153,,0.45361,1.29468,0.89894,1.44023,1.19567,0.09611,12.28723,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000093,765,765,0,24,,2021-10-01T00:00:00+00:00,2023-11-03T00:00:00+00:00,0,0,,-1.0,,0.38301,1.96324,0.96484,2.034783,1.26312,0.15664,47.74045,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000248,179,179,0,12,,2021-12-02T00:00:00+00:00,2026-03-09T00:00:00+00:00,0,0,,-1.0,,0.43575,1.3804,0.93109,1.482563,1.15639,0.08135,11.75505,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000191,220,220,0,10,,2022-03-21T00:00:00+00:00,2026-01-08T00:00:00+00:00,0,0,,-1.0,,0.44091,1.34988,0.97161,1.389323,1.09565,0.05196,20.08061,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000192,477,477,0,10,,2021-11-01T00:00:00+00:00,2026-04-15T00:00:00+00:00,0,0,,-1.0,,0.3501,2.14469,0.94262,2.275243,1.2257,0.13826,52.29692,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000378,734,734,0,26,,2022-02-28T00:00:00+00:00,2025-02-18T00:00:00+00:00,0,0,,-1.0,,0.44414,1.33978,0.96591,1.387065,1.1083,0.05815,24.82962,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000406,1354,1354,0,27,,2021-07-29T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,-1.0,,0.31905,2.49466,0.96384,2.588251,1.21403,0.14032,64.4129,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000119,954,954,0,20,,2022-09-07T00:00:00+00:00,2024-11-04T00:00:00+00:00,0,0,,-1.0,,0.32809,2.27805,0.94085,2.421268,1.18415,0.11623,50.18841,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000027,1441,1441,0,27,,2021-09-28T00:00:00+00:00,2025-07-31T00:00:00+00:00,0,0,,-1.0,,0.33449,2.19075,0.96484,2.270584,1.14121,0.09067,54.27766,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000249,755,755,0,12,,2023-11-02T00:00:00+00:00,2025-11-11T00:00:00+00:00,0,0,,-1.0,,0.41722,1.42656,0.97199,1.467669,1.05072,0.02873,49.88628,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000005,878,878,0,24,,2021-08-24T00:00:00+00:00,2024-02-08T00:00:00+00:00,0,0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000460,68,68,0,3,,2021-08-19T00:00:00+00:00,2022-02-04T00:00:00+00:00,0,0,,-0.23612,,0.47059,1.35565,0.91471,1.482054,1.31738,0.15369,9.04897,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000053,210,210,0,23,,2021-12-14T00:00:00+00:00,2023-08-30T00:00:00+00:00,0,0,,-1.0,,0.4,1.88043,0.94085,1.99865,1.33243,0.18766,15.77172,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000250,590,590,0,12,,2021-08-06T00:00:00+00:00,2025-12-11T00:00:00+00:00,0,0,,-1.0,,0.31525,2.5679,0.95619,2.685554,1.23948,0.15641,42.64798,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000295,335,335,0,8,,2022-05-03T00:00:00+00:00,2026-04-10T00:00:00+00:00,0,0,,-1.0,,0.32239,2.41704,0.94779,2.550185,1.21331,0.13699,26.62692,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000232,136,136,0,4,,2021-07-21T00:00:00+00:00,2026-04-23T00:00:00+00:00,0,0,,-1.0,,0.33088,2.35037,0.93816,2.505298,1.23888,0.14996,14.36058,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000276,1205,1205,0,27,,2021-11-12T00:00:00+00:00,2026-01-27T00:00:00+00:00,0,0,,-1.0,,0.35934,2.04459,0.93544,2.185699,1.22591,0.13539,71.85983,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000218,1362,1362,0,24,,2021-07-29T00:00:00+00:00,2024-09-05T00:00:00+00:00,0,0,,-1.0,,0.35242,2.15186,0.94862,2.268411,1.23451,0.14406,69.99317,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000251,413,413,0,12,,2022-04-06T00:00:00+00:00,2025-11-06T00:00:00+00:00,0,0,,-1.0,,0.39952,1.55296,0.9523,1.630747,1.08497,0.04859,28.51855,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000252,100,100,0,9,,2021-08-16T00:00:00+00:00,2024-05-09T00:00:00+00:00,0,0,,-1.0,,0.36,2.28119,0.94846,2.405152,1.3529,0.21421,22.15463,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000379,553,553,0,27,,2022-01-24T00:00:00+00:00,2024-06-13T00:00:00+00:00,0,0,,-0.69393,,0.40145,1.52597,0.88078,1.732521,1.16905,0.08858,36.62517,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000219,1087,1087,0,24,,2021-08-06T00:00:00+00:00,2026-04-07T00:00:00+00:00,0,0,,-1.0,,0.31923,2.39591,0.96846,2.473938,1.16165,0.10643,60.58271,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000253,131,131,0,12,,2021-09-10T00:00:00+00:00,2022-02-04T00:00:00+00:00,0,0,,-1.0,,0.39695,1.53068,0.93543,1.636338,1.07709,0.04349,16.38175,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000036,1509,1509,0,27,,2021-12-06T00:00:00+00:00,2026-01-30T00:00:00+00:00,0,0,,-1.0,,0.33598,2.24851,0.95164,2.362774,1.19554,0.12356,64.89136,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000029,1509,1509,0,27,,2021-12-06T00:00:00+00:00,2026-01-30T00:00:00+00:00,0,0,,-1.0,,0.33598,2.24851,0.95164,2.362774,1.19554,0.12356,64.89136,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000277,181,181,0,17,,2021-08-19T00:00:00+00:00,2021-12-09T00:00:00+00:00,0,0,,-1.0,,0.36464,2.26529,0.95962,2.360611,1.35478,0.21631,28.24553,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000342,176,176,0,4,,2021-08-19T00:00:00+00:00,2026-04-02T00:00:00+00:00,0,0,,-1.0,,0.40909,1.47979,0.94362,1.568205,1.08569,0.04778,10.887,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000380,1013,1013,0,27,,2022-04-12T00:00:00+00:00,2025-07-16T00:00:00+00:00,0,0,,-1.0,,0.42744,1.40972,0.97817,1.441181,1.07592,0.04252,32.25021,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000054,385,385,0,23,,2021-12-31T00:00:00+00:00,2024-05-09T00:00:00+00:00,0,0,,-1.0,,0.40779,1.68655,0.97505,1.729706,1.19107,0.11033,27.05872,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000193,471,471,0,10,,2021-12-31T00:00:00+00:00,2026-02-04T00:00:00+00:00,0,0,,-1.0,,0.34607,2.2657,0.96101,2.357624,1.25177,0.15771,64.5522,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000278,744,744,0,25,,2021-11-10T00:00:00+00:00,2025-12-11T00:00:00+00:00,0,0,,-1.0,,0.43683,1.39575,0.96665,1.443904,1.11997,0.06531,16.71208,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000037,1357,1357,0,27,,2021-09-01T00:00:00+00:00,2025-08-21T00:00:00+00:00,0,0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000254,550,550,0,12,,2021-09-23T00:00:00+00:00,2025-02-06T00:00:00+00:00,0,0,,-1.0,,0.36182,1.79627,0.97638,1.839724,1.04602,0.02859,37.35179,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000194,225,225,0,10,,2021-08-16T00:00:00+00:00,2025-10-08T00:00:00+00:00,0,0,,-0.82101,,0.41333,1.4841,0.91263,1.626179,1.14572,0.07802,14.49805,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000381,882,882,0,27,,2021-12-22T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,-1.0,,0.36508,1.76942,0.93129,1.899967,1.0964,0.05679,40.31714,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000442,51,51,0,2,,2021-09-23T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-1.0,,0.37255,1.96535,0.95375,2.060655,1.22352,0.13376,7.58083,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000079,263,263,0,3,,2021-08-24T00:00:00+00:00,2025-08-01T00:00:00+00:00,0,0,,-1.0,,0.36502,2.12512,0.96675,2.19821,1.26365,0.16184,24.01075,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000040,1028,1028,0,27,,2022-06-07T00:00:00+00:00,2025-07-24T00:00:00+00:00,0,0,,-1.0,,0.43093,1.44268,0.98607,1.46306,1.10792,0.06056,30.16025,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000461,179,179,0,3,,2021-10-01T00:00:00+00:00,2025-12-30T00:00:00+00:00,0,0,,-1.0,,0.44134,1.37732,0.97528,1.41223,1.11566,0.06302,16.3794,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000038,841,841,0,27,,2021-07-29T00:00:00+00:00,2026-02-12T00:00:00+00:00,0,0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000308,163,163,0,3,,2021-07-13T00:00:00+00:00,2026-05-06T00:00:00+00:00,0,0,,-1.0,,0.3865,1.72992,0.96948,1.784379,1.12415,0.07384,21.11984,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000296,164,164,0,8,,2021-09-01T00:00:00+00:00,2026-03-03T00:00:00+00:00,0,0,,-1.0,,0.41463,1.74638,0.9968,1.751986,1.24099,0.14061,14.52941,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000220,285,285,0,16,,2021-08-16T00:00:00+00:00,2022-02-09T00:00:00+00:00,0,0,,-1.0,,0.4386,1.42877,0.9493,1.505077,1.17584,0.09371,27.38952,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000195,53,53,0,7,,2021-09-10T00:00:00+00:00,2023-11-27T00:00:00+00:00,0,0,,-0.45626,,0.45283,1.44874,0.91837,1.577512,1.30553,0.15353,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000359,165,165,0,4,,2022-06-02T00:00:00+00:00,2026-01-12T00:00:00+00:00,0,0,,-1.0,,0.38182,2.00703,0.97387,2.060881,1.2729,0.16429,16.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
