policy,symbol,trades,net_x2_sum_pct,net_x2_expectancy_pct
ALL_EVENTS,AAON,71,164.36449870221975,2.3149929394678836
ALL_EVENTS,AAPL,137,139.39750404231944,1.0175000295059813
ALL_EVENTS,ACMR,86,243.0767382224454,2.826473700260993
ALL_EVENTS,AEO,64,347.3817701785109,5.427840159039233
ALL_EVENTS,ALGM,79,-50.474470406863965,-0.6389173469223287
ALL_EVENTS,AMBA,115,-28.491676243336283,-0.24775370646379377
ALL_EVENTS,AMZN,144,110.21822975136934,0.7654043732733982
ALL_EVENTS,APPF,106,-194.2811328795186,-1.8328408762218735
ALL_EVENTS,ARWR,121,592.7724980419202,4.8989462648092585
ALL_EVENTS,AVGO,165,616.8934538392367,3.7387482050862832
ALL_EVENTS,AX,180,604.0571379792765,3.355872988773758
ALL_EVENTS,BROS,97,170.15639366099066,1.7541896253710376
ALL_EVENTS,CALM,136,228.85131323610818,1.6827302443831484
ALL_EVENTS,CARG,135,-244.31101439430634,-1.8097112177356025
ALL_EVENTS,COST,57,-44.77852793597848,-0.7855882094031312
ALL_EVENTS,CRDO,151,951.9920985934489,6.3045834343937015
ALL_EVENTS,CROX,34,-205.20747844433794,-6.035514071892292
ALL_EVENTS,CVLT,63,-125.63411946271445,-1.994192372424039
ALL_EVENTS,DLO,106,-207.84401225855768,-1.9607925684769594
ALL_EVENTS,ENPH,33,-236.04704646577946,-7.152940801993317
ALL_EVENTS,FIVN,2,-11.083621655621144,-5.541810827810572
ALL_EVENTS,FN,110,135.5790404504089,1.2325367313673536
ALL_EVENTS,FOUR,124,48.37305840741042,0.39010530973718077
ALL_EVENTS,FRPT,72,-349.9131263820127,-4.85990453308351
ALL_EVENTS,FUBO,72,33.33632053665822,0.46300445189803086
ALL_EVENTS,GH,169,971.21308870507,5.746823010089172
ALL_EVENTS,GOOG,162,551.5637782403697,3.4047146804961095
ALL_EVENTS,GOOGL,164,539.1041969992885,3.287220713410296
ALL_EVENTS,HIMS,79,478.28909525404674,6.054292344987934
ALL_EVENTS,INSP,39,-139.98923594051826,-3.5894675882184166
ALL_EVENTS,IOVA,46,-133.34394130974064,-2.8987813328204486
ALL_EVENTS,LRN,81,-340.77680202886563,-4.207121012702045
ALL_EVENTS,META,130,43.838266749869916,0.3372174365374609
ALL_EVENTS,MNDY,127,47.424715488274146,0.37342295660058383
ALL_EVENTS,MSFT,97,29.22776158748072,0.3013171297678425
ALL_EVENTS,NVDA,172,427.8930097108693,2.4877500564585424
ALL_EVENTS,NXT,70,356.34389354031345,5.090627050575907
ALL_EVENTS,OLLI,98,-102.3024852920238,-1.0439029111431
ALL_EVENTS,PATH,27,-102.89255853679565,-3.810835501362802
ALL_EVENTS,PRVA,134,53.67595083737285,0.40056679729382727
ALL_EVENTS,RXRX,22,-322.99862127431413,-14.681755512468824
ALL_EVENTS,SEDG,90,29.706602851960486,0.3300733650217832
ALL_EVENTS,SG,40,61.31451829911033,1.5328629574777584
ALL_EVENTS,SKYW,140,180.59650607048482,1.2899750433606059
ALL_EVENTS,SOUN,98,-201.38993783528755,-2.0549993656661996
ALL_EVENTS,TMDX,106,-206.14499661534475,-1.9447641190126863
ALL_EVENTS,TSLA,123,98.3825766505454,0.7998583467524016
ALL_EVENTS,UPST,67,27.84079526634609,0.41553425770665803
ALL_EVENTS,WING,56,-218.9929971054487,-3.9105892340258697
ALL_EVENTS,ZETA,79,283.20804779978386,3.5849119974656185
MAX_2_NEW_TRADES_PER_DAY_SIM,AAON,12,11.824954754614946,0.9854128962179122
MAX_2_NEW_TRADES_PER_DAY_SIM,AAPL,17,3.1745191888068467,0.186736422870991
MAX_2_NEW_TRADES_PER_DAY_SIM,ACMR,10,31.487458580208532,3.1487458580208534
MAX_2_NEW_TRADES_PER_DAY_SIM,AEO,9,17.562414424518494,1.951379380502055
MAX_2_NEW_TRADES_PER_DAY_SIM,ALGM,10,46.01623807342821,4.601623807342821
MAX_2_NEW_TRADES_PER_DAY_SIM,AMBA,17,-21.902425176176155,-1.2883779515397737
MAX_2_NEW_TRADES_PER_DAY_SIM,AMZN,18,16.33118685431545,0.9072881585730806
MAX_2_NEW_TRADES_PER_DAY_SIM,APPF,14,-8.82755499222513,-0.6305396423017949
MAX_2_NEW_TRADES_PER_DAY_SIM,ARWR,14,58.639212944004235,4.188515210286017
MAX_2_NEW_TRADES_PER_DAY_SIM,AVGO,18,77.26797437900085,4.292665243277825
MAX_2_NEW_TRADES_PER_DAY_SIM,AX,22,39.85008184030118,1.8113673563773263
MAX_2_NEW_TRADES_PER_DAY_SIM,BROS,14,33.99430489911849,2.4281646356513207
MAX_2_NEW_TRADES_PER_DAY_SIM,CALM,14,40.42871842475917,2.887765601768512
MAX_2_NEW_TRADES_PER_DAY_SIM,CARG,19,-21.818468135582414,-1.148340428188548
MAX_2_NEW_TRADES_PER_DAY_SIM,COST,14,-10.180648676967476,-0.7271891912119626
MAX_2_NEW_TRADES_PER_DAY_SIM,CRDO,14,81.04785217132066,5.789132297951475
MAX_2_NEW_TRADES_PER_DAY_SIM,CROX,8,-72.53120805810113,-9.066401007262641
MAX_2_NEW_TRADES_PER_DAY_SIM,CVLT,8,-29.892147794416868,-3.7365184743021085
MAX_2_NEW_TRADES_PER_DAY_SIM,DLO,14,-17.413547376559123,-1.243824812611366
MAX_2_NEW_TRADES_PER_DAY_SIM,ENPH,6,-9.024722336797296,-1.504120389466216
MAX_2_NEW_TRADES_PER_DAY_SIM,FN,12,2.150165221994448,0.179180435166204
MAX_2_NEW_TRADES_PER_DAY_SIM,FOUR,14,12.594534797880776,0.8996096284200554
MAX_2_NEW_TRADES_PER_DAY_SIM,FRPT,13,-29.744521827364302,-2.2880401405664847
MAX_2_NEW_TRADES_PER_DAY_SIM,FUBO,6,-35.98575340139184,-5.99762556689864
MAX_2_NEW_TRADES_PER_DAY_SIM,GH,18,99.90951909993363,5.550528838885202
MAX_2_NEW_TRADES_PER_DAY_SIM,GOOG,20,73.09184308181823,3.654592154090911
MAX_2_NEW_TRADES_PER_DAY_SIM,GOOGL,21,77.09920769162149,3.671390842458166
MAX_2_NEW_TRADES_PER_DAY_SIM,HIMS,8,54.49480687962749,6.811850859953436
MAX_2_NEW_TRADES_PER_DAY_SIM,INSP,6,-45.075929392458804,-7.512654898743134
MAX_2_NEW_TRADES_PER_DAY_SIM,IOVA,9,21.90543904856716,2.433937672063018
